שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2019,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
יעד,1138,YA'AD,2,24,241,56,241,1,690,690,690,,1975,310,1,2230275382,258,205,10004513,2019,Ya'ad,210
יעל,1117,YA'EL,2,23,234,8,,,,,,,,510,,2291971752,71,204,10004394,2019,Ya'el,213
יעף,1044,YE'AF,4,41,411,18,141,1,300,300,300,,1968,350,,1970268605,56,412,15000060,2019,Ye'af,
יערה,795,YA'ARA,2,24,244,52,,1,752,635,619,117,1950,310,1,2176977466,162,255,10004302,2019,Ya'ara,212
"יערות גבעת המורה מ""א 9",1863,,2,23,234,9,,,,,,,,530,,2404072680,,,,2019,,213
יפיע,499,YAFI,2,25,237,99,,2,19151,13,2,19138,,270,,2261573224,294,257,10004426,2019,Yafi,213
יפית,3566,YAFIT,7,75,,75,,1,203,203,196,,1980,310,1,2449066340,-243,712,10003299,2019,Yafit,710
יפעת,134,YIF'AT,2,23,234,9,,1,1208,1207,1183,1,1926,330,15,2213773137,128,254,10004411,2019,Yif'at,213
יפתח,453,YIFTAH,2,21,212,1,,1,569,569,525,,1948,330,15,2518578154,420,253,10004591,2019,Yiftah,211
יצהר,3749,YIZHAR,7,72,,72,,1,1726,1726,1726,,1983,370,11,2225767495,759,710,15004488,2019,Yizhar,
יציץ,759,YAZIZ,4,43,432,30,143,1,822,822,805,,1950,310,1,1868964119,72,426,10002241,2019,Yaziz,
יקום,417,YAQUM,4,41,411,19,141,1,771,771,742,,1947,330,15,1853068397,15,401,15000060,2019,Yaqum,
יקיר,3647,YAQIR,7,73,,72,145,1,2288,2288,2287,,1981,190,11,2108767292,396,710,15004488,2019,Yaqir,
יקנעם (מושבה),241,YOQNE'AM(MOSHAVA),2,23,235,13,,1,1401,1401,1362,,1935,310,10,2110672890,58,254,10004411,2019,Yoqne'am(Moshava),213
יקנעם עילית,240,YOQNE'AM ILLIT,2,23,235,0,223,1,23797,23778,21623,19,1950,160,,2091772807,153,222,10004411,2019,Yoqne'am Illit,
יראון,623,YIR'ON,2,24,244,1,,1,404,404,356,,1949,330,15,2428777582,679,253,10004528,2019,Yir'on,211
ירדנה,2026,YARDENA,2,23,231,7,,1,371,371,371,,1952,310,1,2532871906,-236,202,10004568,2019,Yardena,214
ירוחם,831,YEROHAM,6,62,626,99,,1,10294,9969,9247,325,1951,170,,1930754414,518,612,10001918,2019,Yeroham,610
ירושלים,3000,JERUSALEM,1,11,111,0,410,4,936425,577621,563222,358804,ותיק                ,120,,2209463224,715,101,10002489,2019,Jerusalem,
ירחיב,718,YARHIV,4,42,421,20,142,1,1082,1082,1072,,1949,310,1,1971367328,57,417,15000658,2019,Yarhiv,
ירכא,502,YIRKA,2,24,243,99,,2,17170,67,60,17103,,270,,2196976217,252,252,10004315,2019,Yirka,
ירקונה,183,YARQONA,4,42,421,20,142,1,360,360,359,,1932,310,1,1904967246,29,417,10002133,2019,Yarqona,
ישע,916,YESHA,6,62,622,38,,1,414,414,397,,1957,310,1,1430657316,119,651,10001893,2019,Yesha,620
ישעי,805,YISH'I,1,11,112,26,444,1,771,771,770,,1950,310,2,1968262879,195,151,15000597,2019,Yish'i,
ישרש,828,YASHRESH,4,43,432,30,143,1,1000,1000,995,,1950,310,1,1857564697,81,426,10002228,2019,Yashresh,
יתד,1227,YATED,6,62,622,38,,1,508,508,489,,1981,310,1,1358356863,83,651,10001893,2019,Yated,620
כאבול,504,KABUL,2,24,241,99,241,2,14096,17,6,14079,,270,,2198575279,76,263,15002411,2019,Kabul,
כאוכב אבו אל-היג'א,505,KAOKAB ABU AL-HIJA,2,24,241,99,241,2,3589,5,2,3584,,290,,2235974843,369,261,10004513,2019,Kaokab Abu Al-Hija,
כברי,576,KABRI,2,24,245,4,,1,1054,1051,1032,3,1949,330,15,2142776959,96,201,10004302,2019,Kabri,212
כדורי,371,KADOORIE,2,22,222,3,,1,248,213,137,35,1931,340,,2384273424,123,206,10004552,2019,Kadoorie,214
כדיתה,1338,KADDITA,2,21,212,2,,1,180,180,171,,2009,370,10,2437276776,768,209,10004528,2019,Kaddita,211
כוכב השחר,3564,KOKHAV HASHAHAR,7,74,,73,445,1,2227,2227,2227,,1977,190,11,2330665192,574,711,10003299,2019,Kokhav HaShahar,710
כוכב יאיר,1224,KOKHAV YA'IR,4,42,421,99,141,1,8703,8695,8599,8,1981,180,,1997868091,95,455,10002155,2019,Kokhav Ya'ir,
כוכב יעקב,3779,KOKHAV YA'AQOV,7,74,,73,445,1,8542,8542,8536,,1985,180,,2231064307,761,711,10003299,2019,Kokhav Ya'aqov,710
כוכב מיכאל,824,KOKHAV MIKHA'EL,6,61,614,36,,1,1051,1051,1029,,1950,310,1,1686861528,94,633,10001829,2019,Kokhav Mikha'el ,
כורזים,1252,KORAZIM,2,21,213,55,,1,349,349,337,,1983,350,7,2518675737,174,253,10004540,2019,Korazim ,211
כחל,1210,KAHAL,2,21,212,55,,1,442,442,427,,1980,310,1,2481075513,102,253,10004540,2019,Kahal,211
כחלה,1367,KOCHLEA,6,62,623,69,,2,429,,,429,,450,,2050657758,533,624,10001937,2019,Kochlea,610
כיסופים,840,KISSUFIM,6,62,622,38,,1,280,278,251,2,1951,330,15,1428458732,85,651,10001893,2019,Kissufim ,620
כישור,1153,KISHOR,2,24,243,56,,1,188,187,186,1,1976,330,15,2237176123,483,205,15002358,2019,Kishor,210
כליל,1183,KELIL,2,24,243,4,,1,748,744,716,4,1979,370,10,2191176514,181,201,10004302,2019,Kelil,212
כלנית,1229,KALLANIT,2,21,214,2,,1,239,239,238,,1981,310,2,2429675339,17,209,10004552,2019,Kallanit,211
כמאנה,1331,KAMANE,2,24,242,56,,2,1534,,,1534,,450,,2331475759,524,205,10004465,2019,Kamane,210
כמהין,1291,KEMEHIN,6,62,626,48,,1,188,188,170,,1988,310,1,1455653579,225,620,10001918,2019,Kemehin,610
כמון,1201,KAMMON,2,24,242,56,,1,1402,1402,1370,,1980,370,7,2340075748,556,205,10004465,2019,Kammon,210
כנות,2006,KANNOT,6,61,611,33,143,1,439,435,370,4,1952,340,,1766263444,69,616,10001821,2019,Kannot,420
כנף,4028,KANAF,2,29,293,71,,1,461,461,459,,1991,310,1,2658275286,293,219,10004579,2019,Kanaf,211
כנרת (מושבה),63,KINNERET(MOSHAVA),2,22,221,6,,1,685,667,651,18,1909,350,,2532173672,-72,251,10004552,2019,Kinneret(Moshava),214
כנרת (קבוצה),57,KINNERET(QEVUZA),2,22,221,6,,1,690,690,658,,1908,330,15,2529473550,-170,214,10004552,2019,Kinneret(Qevuza),214
כסיפה,1059,KUSEIFE,6,62,623,99,,2,21866,7,1,21859,,260,,2084157247,466,652,15003711,2019,Kuseife,610
כסלון,859,KESALON,1,11,111,26,444,1,427,427,411,,1952,310,10,2047663127,603,151,15000597,2019,Kesalon,
כסרא-סמיע,1296,KISRA-SUMEI,2,24,243,99,,2,8818,2,,8816,,280,,2287876386,624,255,10004484,2019,Kisra-Sumei,
כעביה-טבאש-חג'אג'רה,978,KA'ABIYYE-TABBASH-HAJAJRE,2,25,237,99,242,2,5504,14,14,5490,,280,,2176673949,163,254,10004411,2019,Ka'abiyye-Tabbash-Hajajre,
כפר אביב,857,KEFAR AVIV,4,44,441,32,143,1,821,820,812,1,1951,310,10,1736963771,42,456,15002488,2019,Kefar Aviv,
כפר אדומים,3638,KEFAR ADUMMIM,7,74,,73,445,1,4674,4674,4663,,1979,190,,2321863714,288,711,10003314,2019,Kefar Adummim,710
כפר אוריה,364,KEFAR URIYYA,1,11,112,26,444,1,947,942,926,5,1944,310,1,1951063335,199,151,15000597,2019,Kefar Uriyya,
כפר אחים,690,KEFAR AHIM,6,61,611,33,143,1,877,877,866,,1949,310,1,1770562808,53,616,10001821,2019,Kefar Ahim,420
כפר ביאליק,220,KEFAR BIALIK,3,31,311,12,222,1,856,852,802,4,1934,310,,2084074741,10,301,10004207,2019,Kefar Bialik,
"כפר ביל""ו",177,KEFAR BILU,4,44,441,30,143,1,1259,1259,1242,,1932,310,1,1836164227,63,426,10002241,2019,Kefar Bilu,
כפר בלום,357,KEFAR BLUM,2,21,211,1,,1,765,765,734,,1943,330,15,2571678650,76,253,10004591,2019,Kefar Blum,211
כפר בן נון,2010,KEFAR BIN NUN,4,43,432,30,143,1,749,749,741,,1952,310,10,1951064104,150,426,10002228,2019,Kefar Bin Nun,
כפר ברא,633,KAFAR BARA,4,42,422,99,142,2,3678,2,,3676,,290,,1974067087,108,451,15000658,2019,Kafar Bara,410
כפר ברוך,132,KEFAR BARUKH,2,23,234,9,,1,601,601,592,,1926,310,1,2181972796,55,254,10004411,2019,Kefar Barukh,213
כפר גדעון,106,KEFAR GID'ON,2,23,234,9,,1,346,346,344,,1923,310,19,2276072774,90,254,10004394,2019,Kefar Gid'on,213
כפר גלים,427,KEFAR GALLIM,3,32,321,15,223,1,390,375,252,15,1952,340,,1964574131,18,399,10004710,2019,Kefar Gallim,
כפר גליקסון,310,KEFAR GLIKSON,3,32,324,14,,1,338,338,334,,1939,330,6,2006571239,62,351,10004333,2019,Kefar Glikson,
כפר גלעדי,76,KEFAR GIL'ADI,2,21,211,1,,1,673,672,635,1,1916,330,15,2539579418,326,253,10004591,2019,Kefar Gil'adi,211
כפר דניאל,707,KEFAR DANIYYEL,4,43,431,25,142,1,708,708,698,,1949,320,15,1937364901,97,424,10002261,2019,Kefar Daniyyel,
כפר האורנים,3796,KEFAR HAORANIM,7,74,,73,,1,2658,2658,2645,,1998,190,,2036264742,299,711,10004054,2019,Kefar HaOranim,710
כפר החורש,192,KEFAR HAHORESH,2,23,237,9,,1,699,699,682,,1933,330,15,2258873404,400,254,10004411,2019,Kefar HaHoresh,213
כפר המכבי,254,KEFAR HAMAKKABBI,3,31,311,12,222,1,386,386,383,,1936,330,15,2111674393,28,301,10004207,2019,Kefar HaMakkabbi,
כפר הנגיד,582,KEFAR HANAGID,4,44,442,27,143,1,1260,1260,1235,,1949,310,1,1764264395,20,456,15002488,2019,Kefar HaNagid,
כפר הנוער הדתי,890,KEFAR HANO'AR HADATI,3,31,311,12,222,1,222,222,176,,1937,340,,2095073872,45,301,10004207,2019,Kefar HaNo'ar Hadati,
כפר הנשיא,443,KEFAR HANASI,2,21,213,1,,1,876,876,842,,1948,330,15,2567576448,265,253,10004540,2019,Kefar HaNasi,211
כפר הס,187,KEFAR HESS,4,41,411,18,141,1,1593,1593,1578,,1933,310,1,1939568366,73,412,15000060,2019,Kefar Hess,
"כפר הרא""ה",217,KEFAR HARO'E,4,41,411,16,141,1,1460,1460,1458,,1934,310,2,1919269967,23,409,15000060,2019,Kefar HaRo'e,
"כפר הרי""ף",888,KEFAR HARIF,6,61,611,35,,1,836,836,804,,1956,310,10,1804462818,70,632,10001821,2019,Kefar Harif,420
כפר ויתקין,190,KEFAR VITKIN,4,41,411,16,141,1,1973,1971,1951,2,1933,310,,1887369867,14,409,15000060,2019,Kefar Vitkin,
כפר ורבורג,320,KEFAR WARBURG,6,61,611,33,143,1,1143,1143,1126,,1939,310,1,1741662526,54,616,10001821,2019,Kefar Warburg,420
כפר ורדים,1263,KEFAR WERADIM,2,24,243,99,,1,5487,5352,5117,135,1984,180,,2255076676,533,255,10004484,2019,Kefar Weradim,212
כפר זוהרים,1325,KEFAR ZOHARIM,1,11,112,26,,1,160,160,160,,1995,340,,1929261436,313,151,15000597,2019,Kefar Zoharim                                     ,
כפר זיתים,786,KEFAR ZETIM,2,22,222,3,,1,768,767,767,1,1950,310,1,2437174638,51,206,10004552,2019,Kefar Zetim,214
"כפר חב""ד",696,KEFAR HABAD,4,43,432,40,133,1,6597,6597,6591,,1949,180,,1859765528,40,425,10002207,2019,Kefar Habad,
כפר חושן,609,KEFAR HOSHEN,2,21,212,2,,1,775,775,772,,1949,310,1,2414876856,739,209,10004528,2019,Kefar Hoshen,211
כפר חיטים,255,KEFAR HITTIM,2,22,222,3,,1,618,618,613,,1936,320,1,2473974519,31,206,10004552,2019,Kefar Hittim,214
כפר חיים,193,KEFAR HAYYIM,4,41,411,16,141,1,648,647,642,1,1933,310,1,1908269563,23,409,15000060,2019,Kefar Hayyim,
כפר חנניה,1297,KEFAR HANANYA,2,21,212,2,,1,751,751,736,,1990,370,2,2399275781,326,209,10004465,2019,Kefar Hananya,211
כפר חסידים א',112,KEFAR HASIDIM ALEF,3,31,311,12,222,1,842,833,822,9,1924,310,19,2089873955,14,301,10004207,2019,Kefar Hasidim Alef,
כפר חסידים ב',889,KEFAR HASIDIM BET,3,31,311,12,222,1,301,300,278,1,1950,350,,2084973948,17,301,10004207,2019,Kefar Hasidim Bet,
כפר חרוב,4004,KEFAR HARUV,2,29,294,71,,1,434,434,429,,1974,330,15,2624574099,308,219,10004579,2019,Kefar Haruv,211
כפר טרומן,673,KEFAR TRUMAN,4,43,432,25,142,1,893,893,877,,1949,310,1,1929765418,56,424,10002168,2019,Kefar Truman,
כפר יאסיף,507,KAFAR YASIF,2,24,245,99,,2,10133,20,8,10113,,270,,2155976211,58,252,10004315,2019,Kafar Yasif,
כפר ידידיה,233,KEFAR YEDIDYA,4,41,411,16,141,1,730,730,727,,1935,310,1,1906569469,25,409,15000060,2019,Kefar Yedidya,
כפר יהושע,140,KEFAR YEHOSHUA,2,23,235,9,,1,1224,1224,1188,,1927,310,1,2145673200,47,254,10004411,2019,Kefar Yehoshua,213
כפר יונה,168,KEFAR YONA,4,41,411,0,141,1,24779,24767,24075,12,1932,160,,1938369132,42,430,15000060,2019,Kefar Yona,
כפר יחזקאל,85,KEFAR YEHEZQEL,2,23,232,8,,1,1213,1210,1179,3,1921,310,1,2340371922,7,204,10004394,2019,Kefar Yehezqel,213
כפר יעבץ,170,KEFAR YA'BEZ,4,41,411,18,141,1,659,659,658,,1932,310,2,1969468679,51,412,15000060,2019,Kefar Ya'bez,
כפר כמא,508,KAFAR KAMA,2,22,222,99,,2,3372,12,9,3360,,290,,2415773638,209,251,10004552,2019,Kafar Kama,214
כפר כנא,509,KAFAR KANNA,2,25,237,99,,2,22751,16,9,22735,,260,,2323473905,228,257,15002369,2019,Kafar Kanna,213
כפר מונש,387,KEFAR MONASH,4,41,411,16,141,1,943,943,924,,1946,310,1,1923169488,16,409,15000060,2019,Kefar Monash,
כפר מימון,1095,KEFAR MAYMON,6,62,621,39,,1,375,375,375,,1959,310,2,1558959355,99,651,10001930,2019,Kefar Maymon,620
"כפר מל""ל",98,KEFAR MALAL,4,42,421,20,131,1,325,325,318,,1922,310,1,1901767499,63,417,10002133,2019,Kefar Malal,
כפר מנדא,510,KAFAR MANDA,2,24,241,99,,2,20188,7,2,20181,,260,,2247174613,180,261,10004513,2019,Kafar Manda,
כפר מנחם,274,KEFAR MENAHEM,6,61,611,35,,1,1365,1365,1333,,1937,330,15,1842462639,110,632,10001821,2019,Kefar Menahem,420
כפר מסריק,297,KEFAR MASARYK,2,24,246,4,241,1,868,867,840,1,1938,330,15,2097075506,4,201,10004315,2019,Kefar Masaryk,212
כפר מצר,512,KAFAR MISR,2,25,233,66,,2,2750,2,,2748,,290,,2398772793,112,251,10004394,2019,Kafar Misr,213
כפר מרדכי,764,KEFAR MORDEKHAY,4,44,441,32,143,1,644,644,635,,1950,310,10,1769063771,41,456,15002488,2019,Kefar Mordekhay,
כפר נטר,316,KEFAR NETTER,4,41,411,19,141,1,1192,1192,1170,,1939,310,10,1881168690,24,401,15000060,2019,Kefar Netter,
כפר סאלד,345,KEFAR SZOLD,2,21,211,1,,1,675,674,645,1,1942,330,15,2617578900,119,253,10004591,2019,Kefar Szold,211
כפר סבא,6900,KEFAR SAVA,4,42,421,0,131,1,101431,101248,97392,183,1903,140,,1919367644,52,405,10002133,2019,Kefar Sava,410
כפר סילבר,107,KEFAR SILVER,6,61,614,36,,1,290,274,205,16,1957,340,,1632562022,55,633,10001821,2019,Kefar Silver,
כפר סירקין,249,KEFAR SIRKIN,4,42,422,20,142,1,1502,1502,1485,,1936,310,,1929966488,41,417,10002116,2019,Kefar Sirkin,
כפר עבודה,875,KEFAR AVODA,4,41,411,18,141,1,229,228,228,1,1942,340,,1946168478,70,412,15000060,2019,Kefar Avoda,
כפר עזה,845,KEFAR AZZA,6,61,614,37,,1,720,719,701,1,1951,330,15,1555559925,89,651,10001829,2019,Kefar Azza,620
כפר עציון,3488,KEFAR EZYON,7,76,,76,445,1,1156,1118,1118,38,1967,330,3,2110361745,934,714,15000586,2019,Kefar Ezyon,
כפר פינס,189,KEFAR PINES,3,32,324,14,,1,1034,1034,1034,,1933,310,2,2004671000,59,351,10004261,2019,Kefar Pines,
כפר קאסם,634,KAFAR QASEM,4,42,422,0,142,2,23823,37,12,23786,,260,,1976966909,84,451,15000658,2019,Kafar Qasem,410
כפר קיש,388,KEFAR KISCH,2,22,222,3,,1,619,609,600,10,1946,310,1,2424073031,86,206,10004394,2019,Kefar Kisch,214
כפר קרע,654,KAFAR QARA,3,32,323,99,,2,19018,27,5,18991,,270,,2050971240,109,354,10004233,2019,Kafar Qara,
כפר ראש הנקרה,579,KEFAR ROSH HANIQRA,2,24,245,4,,1,1362,1359,1338,3,1949,330,15,2110577679,34,201,10004302,2019,Kefar Rosh HaNiqra,212
כפר רוזנואלד (זרעית),1130,KEFAR ROZENWALD(ZARIT),2,24,244,52,,1,243,243,243,,1967,310,1,2272977831,622,255,10004302,2019,Kefar Rozenwald(Zarit),212
כפר רופין,295,KEFAR RUPPIN,2,23,231,7,,1,531,531,514,,1938,330,15,2525770713,-246,202,10004568,2019,Kefar Ruppin,214
כפר רות,1166,KEFAR RUT,4,43,431,25,142,1,264,264,255,,1977,310,1,2030264634,286,424,10002277,2019,Kefar Rut,
כפר שמאי,605,KEFAR SHAMMAY,2,21,212,2,,1,559,559,559,,1949,310,2,2430876244,636,209,10004528,2019,Kefar Shammay,211
כפר שמואל,743,KEFAR SHEMU'EL,4,43,432,30,143,1,956,956,944,,1950,310,6,1937164417,107,426,10002228,2019,Kefar Shemu'el,
כפר שמריהו,267,KEFAR SHEMARYAHU,5,51,511,99,121,1,1938,1928,1863,10,1937,350,,1833067703,31,504,10001605,2019,Kefar Shemaryahu,
כפר תבור,47,KEFAR TAVOR,2,22,222,99,,1,4310,4293,4188,17,1901,190,,2397273250,103,251,10004394,2019,Kefar Tavor,214
כפר תפוח,3572,KEFAR TAPPUAH,7,73,,72,,1,1312,1312,1312,,1978,370,2,2237366944,654,710,15004488,2019,Kefar Tappuah,
כרכום,1285,KARKOM,2,21,213,55,,1,528,528,521,,1988,370,13,2571975949,97,253,10004540,2019,Karkom,211
כרם בן זמרה,664,KEREM BEN ZIMRA,2,21,212,2,,1,526,526,526,,1949,310,2,2440077147,822,209,10004528,2019,Kerem Ben Zimra,211
כרם בן שמן,88,KEREM BEN SHEMEN,4,43,432,25,142,1,85,85,85,,1958,350,,1938065173,80,424,10002261,2019,Kerem Ben Shemen ,
כרם יבנה (ישיבה),1094,KEREM YAVNE(YESHIVA),4,44,441,29,143,1,534,534,534,,1963,340,,1738163628,50,456,10001821,2019,Kerem Yavne(Yeshiva),420
"כרם מהר""ל",580,KEREM MAHARAL,3,32,322,15,243,1,778,768,753,10,1949,310,1,1993872798,93,303,10004333,2019,Kerem Maharal ,
כרם שלום,1085,KEREM SHALOM,6,62,622,38,,1,183,173,165,10,1956,330,15,1317857105,88,651,10001893,2019,Kerem Shalom,620
כרמי יוסף,1264,KARME YOSEF,4,43,432,30,143,1,1742,1742,1729,,1984,350,,1925663946,222,426,10002228,2019,Karme Yosef,
כרמי צור,3766,KARME ZUR,7,77,,76,,1,1001,1001,1000,,1984,370,2,2096161296,936,714,15000586,2019,Karme Zur,
כרמי קטיף,1374,KARME KATIF,6,61,612,50,,1,508,508,508,,2016,370,,1916760508,337,634,10001813,2019,Karme Katif,
כרמיאל,1139,KARMI'EL,2,24,242,0,,1,46252,44639,36964,1613,1964,160,,2276175735,270,208,10004465,2019,Karmi'el,210
כרמייה,768,KARMIYYA,6,61,614,36,,1,650,648,625,2,1950,330,15,1565861272,29,633,10001829,2019,Karmiyya,
כרמים,1198,KERAMIM,6,62,623,41,341,1,489,489,489,,1980,330,15,1922058248,405,625,10001937,2019,Keramim,620
כרמל,3656,KARMEL,7,77,,78,,1,437,437,437,,1981,320,11,2173959328,712,715,15003512,2019,Karmel,
לבון,1207,LAVON,2,24,243,56,,1,717,717,710,,1980,350,,2271676084,568,205,15002358,2019,Lavon,210
לביא,585,LAVI,2,22,222,3,,1,627,627,624,,1949,330,3,2417174366,299,206,10004552,2019,Lavi,214
לבנים,1230,LIVNIM,2,21,214,2,,1,427,426,414,1,1982,310,1,2466175214,-52,209,10004552,2019,Livnim,211
להב,2023,LAHAV,6,62,623,41,341,1,567,566,557,1,1952,330,15,1875158754,456,625,10001937,2019,Lahav ,620
להבות הבשן,380,LAHAVOT HABASHAN,2,21,211,1,,1,916,914,858,2,1945,330,15,2607878299,88,253,10004591,2019,Lahavot HaBashan ,211
להבות חביבה,715,LAHAVOT HAVIVA,3,32,324,14,,1,1021,1021,1010,,1949,330,15,2010970013,42,351,15002436,2019,Lahavot Haviva,
להבים,1271,LEHAVIM,6,62,623,99,341,1,6414,6238,6105,176,1985,180,,1822358650,296,619,10001946,2019,Lehavim ,
לוד,7000,LOD,4,43,432,0,133,4,77222,53581,47400,23641,1948,150,,1895465097,56,406,10002261,2019,Lod,
לוזית,52,LUZIT,1,11,112,26,,1,816,813,799,3,1955,310,1,1893162164,190,151,15000597,2019,Luzit,
לוחמי הגיטאות,595,LOHAME HAGETA'OT,2,24,245,4,241,1,706,706,694,,1949,330,15,2094976319,17,201,10004302,2019,Lohame HaGeta'ot ,212
לוטם,1171,LOTEM,2,24,242,56,,1,782,732,726,50,1978,330,15,2337775423,315,205,10004513,2019,Lotem,210
לוטן,1255,LOTAN,6,62,625,53,,1,178,178,161,,1983,330,15,2081343322,123,608,10001955,2019,Lotan,
לימן,674,LIMAN,2,24,245,4,241,1,693,689,661,4,1949,310,1,2108977386,15,201,10004302,2019,Liman ,212
לכיש,24,LAKHISH,6,61,612,50,,1,770,770,759,,1955,310,1,1850560772,247,634,10001813,2019,Lakhish,
לפיד,1310,LAPPID,4,43,431,25,142,1,2394,2394,2374,,1996,190,,2032064717,267,424,10002277,2019,Lappid,
לפידות,1173,LAPPIDOT,2,24,243,52,,1,128,127,120,1,1978,310,1,2248276265,471,255,10004484,2019,Lappidot,212
לקיה,1060,LAQYE,6,62,623,99,341,2,14074,7,1,14067,,270,,1873558142,391,652,10001937,2019,Laqye,620
מאור,2055,MA'OR,3,32,324,14,,1,1399,1397,1375,2,1953,310,1,2007970341,32,351,15002436,2019,Ma'or,
מאיר שפיה,102,ME'IR SHEFEYA,3,32,322,15,,1,297,256,185,41,1923,340,,1975672190,108,303,10004333,2019,Me'ir Shefeya,
מבוא ביתר,771,MEVO BETAR,1,11,111,26,444,1,965,965,960,,1950,320,9,2101662554,752,151,15000597,2019,Mevo Betar,
מבוא דותן,3569,MEVO DOTAN,7,71,,72,,1,448,448,442,,1978,370,11,2166670298,314,710,15004488,2019,Mevo Dotan,
מבוא חורון,3709,MEVO HORON,7,74,,73,,1,2669,2669,2669,,1970,192,8,2034363961,243,711,10004054,2019,Mevo Horon ,710
מבוא חמה,4204,MEVO HAMMA,2,29,294,71,,1,459,459,449,,1968,330,15,2616873804,347,219,10004579,2019,Mevo Hamma,211
מבוא מודיעים,1141,MEVO MODI'IM,4,43,431,25,142,1,255,255,255,,1964,370,8,1989264896,209,424,10002277,2019,Mevo Modi'im,
מבואות ים,1318,MEVO'OT YAM,4,41,411,16,141,1,436,435,401,1,1954,340,,1878270108,3,409,15000060,2019,Mevo'ot Yam ,
מבואות יריחו,3825,MEVO'OT YERIHO,7,75,,75,,,,,,,,510,,2396764589,-104,712,10003299,2019,Mevo'ot Yeriho,
מבועים,1080,MABBU'IM,6,62,621,42,,1,1235,1234,1221,1,1958,350,,1671959544,169,651,10001930,2019,Mabbu'im ,620
מבטחים,829,MIVTAHIM,6,62,622,38,,1,439,439,434,,1950,310,1,1435757236,130,651,10001893,2019,Mivtahim ,620
מבקיעים,573,MAVQI'IM,6,61,614,36,,1,484,484,477,,1949,310,6,1599161459,57,633,10001829,2019,Mavqi'im,
מבשרת ציון,1015,MEVASSERET ZIYYON,1,11,111,99,444,1,24052,23959,23196,93,1951,160,,2144163412,720,152,10002475,2019,Mevasseret Ziyyon,
מג'ד אל-כרום,516,MAJD AL-KURUM,2,24,242,99,,2,15456,22,8,15434,,270,,2241475846,243,260,15002358,2019,Majd al-Kurum,210
מג'דל שמס,4201,MAJDAL SHAMS,2,29,291,99,,2,11180,1,,11179,,270,,2721779660,1231,256,10004579,2019,Majdal Shams,211
מגאר,481,MUGHAR,2,22,222,99,,2,22956,20,10,22936,,260,,2388975470,148,251,10004552,2019,Mughar,214
מגדים,689,MEGADIM,3,32,321,15,223,1,1329,1329,1312,,1949,310,1,1964573727,14,303,10004710,2019,Megadim,
מגדל,65,MIGDAL,2,22,221,99,,1,1952,1907,1855,45,1910,350,,2474474935,-87,251,10004552,2019,Migdal ,214
מגדל העמק,874,MIGDAL HAEMEQ,2,23,237,0,,1,25674,25668,22892,6,1952,160,,2231073152,205,221,10004411,2019,Migdal HaEmeq,213
מגדל עוז,3561,MIGDAL OZ,7,76,,76,445,1,574,574,573,,1977,330,3,2135961641,938,714,15000586,2019,Migdal Oz,
מגדל תפן,1722, ,2,24,243,99,,,,,,,,520,,2261576448,649,255,10004484,2019,,212
מגדלים,3751,MIGDALIM,7,72,,72,,1,448,448,433,,1983,370,11,2324566631,775,710,15004488,2019,Migdalim ,
מגידו,586,MEGIDDO,2,23,234,13,,1,848,848,824,,1949,330,15,2171372068,153,254,10004411,2019,Megiddo,213
מגל,375,MAGGAL,3,32,324,14,,1,1139,1139,1129,,1953,330,15,2033569910,72,351,15002436,2019,Maggal ,
מגן,695,MAGEN,6,62,622,38,,1,532,524,483,8,1949,330,15,1454357893,119,651,10001893,2019,Magen ,620
מגן שאול,1155,MAGEN SHA'UL,2,23,234,8,,1,676,676,569,,1976,310,1,2291471412,83,204,10004394,2019,Magen Sha'ul ,213
מגשימים,722,MAGSHIMIM,4,42,422,20,132,1,1088,1087,1082,1,1949,310,10,1906066152,52,417,10002116,2019,Magshimim,
מדרך עוז,2029,MIDRAKH OZ,2,23,234,13,,1,794,794,750,,1952,310,1,2151572230,127,254,10004411,2019,Midrakh Oz,213
מדרשת בן גוריון,1140,MIDRESHET BEN GURION,6,62,626,48,,1,1972,1970,1872,2,1965,350,,1790952918,473,620,10001918,2019,Midreshet Ben Gurion,610
מדרשת רופין,897,MIDRESHET RUPPIN,4,41,411,16,141,1,307,169,164,138,1948,340,,1919269429,25,409,15000060,2019,Midreshet Ruppin ,
מודיעין-מכבים-רעות*,1200,MODI'IN-MAKKABBIM-RE'UT,4,43,431,0,142,1,93277,93246,91281,31,1986,150,,2011564478,209,420,10002277,2019,Modi'in-Makkabbim-Re'ut,
מודיעין עילית,3797,MODI'IN ILLIT,7,74,,0,,1,76374,76374,76360,,1996,150,,2042764878,294,730,10004054,2019,Modi'in Illit,710
מולדת,269,MOLEDET,2,23,233,8,,1,1069,1069,1058,,1937,320,1,2416172136,62,204,10004394,2019,Moledet,213
מוצא עילית,208,MOZA ILLIT,1,11,111,26,444,1,1212,1211,1170,1,1933,350,,2150263345,641,151,10002475,2019,Moza Illit,
